regija,id,ime_oglasa,vrsta_nepremicnine,tip_nepremicnine,zemljisce,velikost,cena,agencija 
posavska ,5952836,SELA PRI RAKI,Hiša,Samostojna,,240.0,75000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6182599,SELCE PRI LESKOVCU,Vikend,Zidan,,35.0,21000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6261430,SELO,Posest,Kmetija,,300.0,220000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6355718,SENOVO,Stanovanje,trisobno,,63.9,73000.0,Hiša nepremičnine 1 d.o.o.
posavska ,6334411,SENOVO,Stanovanje,trisobno,,98.9,80000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6367798,SENOVO,Hiša,Samostojna,,265.1,215000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6367816,SENOVO,Poslovni prostor,Delavnica,,364.2,215000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6279183,SENOVO,Posest,Zazidljiva,,2000.0,43000.0,Zasebna ponudba
posavska ,6308991,"SENOVO, ŠERCERJEVA 2A",Posest,Zazidljiva,,1500.0,24.0,Zasebna ponudba
posavska ,6342707,SENUŠE,Hiša,Samostojna,,83.2,165000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6353074,SENUŠE,Posest,Zazidljiva,,1060.0,28.0,Zasebna ponudba
posavska ,6301897,SENUŠE,Posest,Zazidljiva,,1500.0,25.0,Zasebna ponudba
posavska ,6325991,SENUŠE,Posest,Za investicijo,,10597.0,476865.0,ABC nepremičnine d.o.o.
posavska ,6326000,SENUŠE,Posest,Za investicijo,,13251.0,596295.0,ABC nepremičnine d.o.o.
posavska ,6354563,SEVNICA,Poslovni prostor,Prostor za storitve,,68.04,81600.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6363889,SEVNICA,Stanovanje,dvosobno,,98.0,800.0,Zasebna ponudba
posavska ,6367030,SEVNICA,Hiša,Dvojček,,108.0,120000.0,Zasebna ponudba
posavska ,6367429,SEVNICA,Stanovanje,Drugo,,157.0,630.0,Zasebna ponudba
posavska ,6318951,SEVNICA,Hiša,Samostojna,,187.9,180000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6324322,SEVNICA,Hiša,Samostojna,,250.0,135000.0,Zasebna ponudba
posavska ,6330420,SEVNICA,Hiša,Samostojna,,317.5,140000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6351781,SEVNICA,Posest,Zazidljiva,,5300.0,28000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6206519,"SEVNICA, CENTER",Poslovni prostor,Prostor za storitve,,157.0,119000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6352474,"SEVNICA, CENTER, TRG SVOBODE",Hiša,Vrstna,,150.0,165000.0,Zasebna ponudba
posavska ,6350743,"SEVNICA, GRAJSKI HRIB",Posest,Zazidljiva,,1548.0,8000.0,Zasebna ponudba
posavska ,6322064,"SEVNICA, KRMELJ",Posest,Nezazidljiva,,2159.0,24000.0,Agencija Nera d.o.o.
posavska ,6343735,"SEVNICA, KVEDROVA C. 49",Poslovni prostor,Neživilska trgovina,,220.6,151000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
posavska ,6236706,"SEVNICA, RIBNIKI",Hiša,Samostojna,,276.0,195000.0,Zasebna ponudba
posavska ,5976147,"SEVNICA, TRG SVOBODE 3",Poslovni prostor,Živilska trgovina,,1203.97,330000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
posavska ,6354275,"SEVNICA, TRG SVOBODE 4",Poslovni prostor,Neživilska trgovina,,1830.3,634000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
posavska ,6295465,"SEVNICA, ŽIGRSKI VRH",Vikend,Zidan,,68.0,24000.0,Zasebna ponudba
posavska ,5925256,SLOGONSKO,Posest,Kmetija,,2478.0,38000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,5303497,SLOVENSKA VAS,Poslovni prostor,Prostor za storitve,,2217.89,710000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
posavska ,6265189,"SLOVENSKA VAS, POSLOVNA CONA",Poslovni prostor,Kombiniran prostor,,1400.0,350000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6284877,SPODNJA POHANCA,Posest,Zazidljiva,,1550.0,33000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6303272,SPODNJE DULE,Vikend,Bivalen,,53.0,50000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6273434,SPODNJE DULE,Hiša,Samostojna,,73.3,65000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6317772,SPODNJE DULE,Posest,Zazidljiva,,5986.0,29500.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,5940464,SROMLJE,Vikend,Lesen,,38.0,10000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6299671,SROMLJE,Vikend,Lesen,,40.0,5500.0,Zasebna ponudba
posavska ,6141637,SROMLJE,Hiša,Samostojna,,170.0,250000.0,Novi list d.o.o.
posavska ,6208761,SROMLJE,Vikend,Bivalen,,5025.0,16000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6322001,STARA VAS NA BIZELJSKEM,Hiša,Samostojna,,7697.0,60000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6312813,STARI GRAD,Posest,Kmetijsko zemljišče,,2061.0,7.0,AXA 1995 d.o.o. PE nepremičnine Krško
posavska ,6289689,STOJANSKI VRH,Vikend,Bivalen,,81.1,82000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6329652,STRMO REBRO,Posest,Zazidljiva,,17671.0,39540.0,AXA 1995 d.o.o. PE nepremičnine Krško
posavska ,6184285,STUDENEC,Hiša,Samostojna,,176.0,109000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6331778,SVINJSKO,Hiša,Samostojna,,248.1,175000.0,MPTRG d.o.o.
posavska ,6001577,ŠEDEM,Vikend,Zidan,,100.0,62000.0,Zasebna ponudba
posavska ,6354843,ŠENTJUR NA POLJU,Hiša,Samostojna,,100.0,100000.0,Zasebna ponudba
posavska ,6181504,TELČE,Vikend,Zidan,,78.0,47000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6271909,TELČICE,Vikend,Lesen,,30.0,10000.0,"Ažur Trading, d.o.o."
posavska ,6161783,TELČICE,Vikend,Zidan,,61.2,25000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6175659,TREBEŽ,Hiša,Samostojna,,152.1,97500.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6355478,TRŠČINA,Hiša,Samostojna,,270.0,175000.0,Nepremičnine Lara d.o.o.
posavska ,6368026,TRŠKA GORA,Hiša,Samostojna,,247.5,120000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6111788,VELIKA DOLINA,Hiša,Samostojna,,298.0,277000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6250290,VELIKA DOLINA,Posest,Kmetijsko zemljišče,,9301.0,1.5,Nepremičnine-Sanja Radivojević s.p.
posavska ,6324764,VELIKA VAS PRI KRŠKEM,Hiša,Samostojna,,168.0,170000.0,"QUDOS, center nepremičnin d.o.o."
posavska ,6324711,"VELIKA VAS PRI KRŠKEM, BLIŽINA AC",Hiša,Samostojna,,168.0,195000.0,"QUDOS, center nepremičnin d.o.o."
posavska ,6246216,VELIKE MALENCE,Vikend,Lesen,,23.5,29800.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6256178,VELIKE MALENCE,Vikend,Zidan,,40.0,9000.0,Zasebna ponudba
posavska ,6283705,VELIKE MALENCE,Hiša,Samostojna,,45.5,19000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6312308,VELIKE MALENCE,Posest,Zazidljiva,,705.0,35000.0,ECOMM Nives Kočevar s.p.
posavska ,6312407,VELIKE MALENCE,Posest,Zazidljiva,,770.0,60000.0,ECOMM Nives Kočevar s.p.
posavska ,6246083,VELIKE MALENCE,Posest,Zazidljiva,,10349.0,29800.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6261058,"VELIKE MALENCE, 5 KM OD ČATEŽA",Posest,Zazidljiva,,1376.0,9900.0,Zasebna ponudba
posavska ,6346072,"VELIKE MALENCE, KOZOLEC",Vikend,Bivalen,,79.5,38000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6367880,"VELIKE MALENCE, OB REKI KRKI",Hiša,Samostojna,,135.8,170000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6354527,VELIKE VODENICE,Vikend,Zidan,,1550.0,25000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6255949,VELIKO MRAŠEVO,Posest,Zazidljiva,,1378.0,22000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6187563,VELIKO MRAŠEVO,Posest,Kmetijsko zemljišče,,19125.0,19000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6359834,VIHRE,Posest,Zazidljiva,,950.0,38000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6325106,VIHRE,Posest,Zazidljiva,,1018.0,50.0,Kostak d.d.
posavska ,6290546,VINJI VRH,Vikend,Bivalen,,65.7,40000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6252850,VINJI VRH,Vikend,Zidan,,105.0,33000.0,Zasebna ponudba
posavska ,5501946,VOLOVNIK,Vikend,Zidan,,78.0,30000.0,Zasebna ponudba
posavska ,6363940,VRH PRI BOŠTANJU,Vikend,Zidan,,70.0,22000.0,Zasebna ponudba
posavska ,6250888,VRH PRI BOŠTANJU,Vikend,Zidan,,70.6,35000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6087922,VRH PRI BOŠTANJU,Posest,Zazidljiva,,2650.0,25000.0,AXA 1995 d.o.o. PE nepremičnine Krško
posavska ,6313686,VRHJE,Hiša,Samostojna,,45.0,45000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6282906,VRHJE,Hiša,Samostojna,,346.2,129500.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6131041,VRHULJE,Vikend,Bivalen,,113.0,45000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6314400,ZABUKOVJE NAD SEVNICO,Vikend,Lesen,,56.0,45000.0,Zasebna ponudba
posavska ,6166282,ZAVRATEC,Hiša,Samostojna,,345.9,520000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6272989,"ZDOLE, ČELE",Vikend,Lesen,,25.0,26000.0,Zasebna ponudba
posavska ,6285172,ZGORNJA POHANCA,Hiša,Samostojna,,65.2,52000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6301660,ZGORNJA POHANCA,Posest,Kmetijsko zemljišče,,4901.0,2940.0,Borza nepremičnin d.o.o.
posavska ,6253961,ZGORNJI OBREŽ,Hiša,Samostojna,,270.0,48000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6165258,"ZGORNJI OBREŽ, ARTIČE",Hiša,Samostojna,,201.0,75000.0,TA-BU nepremičnine d.o.o.
posavska ,6333870,ŽEJNO,Vikend,Lesen,,26.25,6500.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6342859,ŽEJNO,Vikend,Zidan,,80.0,25000.0,Zasebna ponudba
posavska ,6312359,ŽEJNO,Posest,Zazidljiva,,1510.0,8000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6330816,ŽEJNO,Posest,Kmetijsko zemljišče,,11045.0,10000.0,Zasebna ponudba
posavska ,6333744,ŽENJE,Hiša,Samostojna,,158.0,80000.0,Zasebna ponudba
posavska ,6353371,ŽIGRSKI VRH,Posest,Kmetijsko zemljišče,,9500.0,1.0,Zasebna ponudba
posavska ,6344162,ŽURKOV DOL,Vikend,Drugo,,40.0,12000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6197008,"ŽURKOV DOL, SEVNICA",Hiša,Samostojna,,215.0,39000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6278093,BLANCA,Hiša,Samostojna,,180.0,185000.0,Zasebna ponudba
posavska ,6343462,BLANCA,Poslovni prostor,Kombiniran prostor,,356.0,360000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6295294,BLATNO,Hiša,Samostojna,,41.0,27000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6213589,BLATNO,Posest,Zazidljiva,,14463.0,50000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6293586,BLATNO,Posest,Zazidljiva,,16697.0,27000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6364330,BLATNO,Hiša,Samostojna,,36587.0,98000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6324346,BOJSNO,Vikend,Zidan,,55.0,35000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6369535,BOJSNO,Posest,Kmetija,,80000.0,185000.0,Zasebna ponudba
posavska ,6318019,BORŠT,Posest,Kmetijsko zemljišče,,2000.0,5.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6338708,BORŠT,Posest,Kmetijsko zemljišče,,2035.0,5000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6341846,BOŠTANJ,Vikend,Zidan,,53.0,12000.0,Zasebna ponudba
posavska ,5954502,BOŠTANJ,Vikend,Bivalen,,132.0,88000.0,Afirmacija d.o.o.
posavska ,5968991,BOŠTANJ,Poslovni prostor,Večji poslovni kompleks,,427.0,330000.0,Kapitelj nepremičnine d.o.o.
posavska ,6293474,BOŠTANJ,Hiša,Dvojček,,450.0,180000.0,Zasebna ponudba
posavska ,6330407,BOŠTANJ,Posest,Za investicijo,,2418.0,27.0,AXA 1995 d.o.o. PE nepremičnine Krško
posavska ,6362566,BOŠTANJ,Posest,Zazidljiva,,9700.0,484900.0,"Lucia tim d.o.o., PE Nepremičnine"
posavska ,6302893,"BOŠTANJ, PRETOČNA LOKACIJA - OB CESTI",Poslovni prostor,Gostinski lokal,,950.8,390000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
posavska ,5896945,"BOŠTANJ, ŠMARČNA",Poslovni prostor,Gostinski lokal,,950.8,650000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
posavska ,6024113,BREG,Posest,Zazidljiva,,12964.0,45000.0,Zasebna ponudba
posavska ,6249468,BRESTANICA,Poslovni prostor,Živilska trgovina,,124.0,30000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6301339,BRESTANICA,Hiša,Samostojna,,243.6,139900.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6273232,BRESTANICA,Hiša,Samostojna,,249.0,170000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6329569,BRESTANICA,Poslovni prostor,Prostor za storitve,,440.0,320000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6309931,BRESTANICA,Poslovni prostor,Neživilska trgovina,,468.0,250000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6276293,BRESTANICA,Poslovni prostor,Neživilska trgovina,,550.0,250000.0,Nepis d.o.o.
posavska ,6291017,BRESTANICA,Poslovni prostor,Kombiniran prostor,,3169.0,80000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6327732,BREZJE PRI BOJSNEM,Vikend,Montažen,,30.0,42000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6331360,BREZJE PRI BOJSNEM,Vikend,Zidan,,52.2,24000.0,NNRN nepremičnine d.o.o. Novo mesto
posavska ,6318185,BREZJE PRI BOJSNEM,Vikend,Zidan,,57.6,32000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6273012,BREZJE PRI DOVŠKEM,Posest,Zazidljiva,,14925.0,45000.0,Zasebna ponudba
posavska ,5780562,"BREZJE PRI VELIKI DOLINI, OB GLAVNI CESTI V VASI",Posest,Zazidljiva,,1300.0,25000.0,Zasebna ponudba
posavska ,5412017,BREZOVICA NA BIZELJSKEM,Vikend,Bivalen,,110.0,75000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6363169,BREZOVO,Vikend,Bivalen,,295.0,65000.0,Zasebna ponudba
posavska ,6273807,BREZOVSKA GORA,Vikend,Bivalen,,88.0,66000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6276730,BREZOVSKA GORA,Poslovni prostor,Kombiniran prostor,,1130.0,650000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.
posavska ,6310549,BREŽICE,Poslovni prostor,Pisarna,,29.9,6450.0,"DUTB, d.d."
posavska ,6357142,BREŽICE,Stanovanje,garsonjera,,33.4,47000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6365483,BREŽICE,Hiša,Samostojna,,65.0,92000.0,Zasebna ponudba
posavska ,6368588,BREŽICE,Stanovanje,trisobno,,90.96,110000.0,Zasebna ponudba
posavska ,6308003,BREŽICE,Hiša,Samostojna,,96.1,98000.0,TA-BU nepremičnine d.o.o.
posavska ,6350409,BREŽICE,Stanovanje,trisobno,,100.0,112500.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6353506,BREŽICE,Hiša,Samostojna,,102.8,60000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6353177,BREŽICE,Hiša,Dvojček,,139.5,250000.0,Zasebna ponudba
posavska ,6306949,BREŽICE,Hiša,Samostojna,,207.0,220000.0,Prenova Marko Bele s.p. Novo mesto
posavska ,6308607,BREŽICE,Hiša,Samostojna,,229.5,69000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6322126,BREŽICE,Hiša,Samostojna,,239.3,360000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.
posavska ,6327695,BREŽICE,Hiša,Samostojna,,244.4,86000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6366190,BREŽICE,Hiša,Dvostanovanjska,,460.5,225000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6276180,BREŽICE,Poslovni prostor,Gostinski lokal,,530.0,590000.0,"Aeon nepremičnine, d.o.o."
posavska ,6368862,BREŽICE,Poslovni prostor,Kombiniran prostor,,712.0,399000.0,Nepremičnine Plus d.o.o.
posavska ,6232625,BREŽICE,Poslovni prostor,Pisarna,,740.0,145000.0,"DUTB, d.d."
posavska ,6314932,BREŽICE,Poslovni prostor,Večji poslovni kompleks,,760.8,410000.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6319607,BREŽICE,Posest,Zazidljiva,,762.0,24900.0,Zasebna ponudba
posavska ,6239536,BREŽICE,Posest,Zazidljiva,,885.0,43000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6239534,BREŽICE,Posest,Zazidljiva,,922.0,45000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6328500,BREŽICE,Posest,Zazidljiva,,980.0,50000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6239533,BREŽICE,Posest,Zazidljiva,,1003.0,47000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6239532,BREŽICE,Posest,Zazidljiva,,1006.0,47000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6342561,BREŽICE,Posest,Zazidljiva,,1628.0,62.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
posavska ,6238369,BREŽICE,Posest,Zazidljiva,,4093.0,260000.0,"Stoja trade, d.o.o., Ljubljana"
posavska ,6292902,BREŽICE,Posest,Zazidljiva,,5901.0,285000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6338379,"BREŽICE, BREZINA",Hiša,Samostojna,,391.5,159000.0,TA-BU nepremičnine d.o.o.
posavska ,6333165,"BREŽICE, BREZINA",Posest,Zazidljiva,,656.0,28.0,Zasebna ponudba
posavska ,6103007,"BREŽICE, BREZINA",Posest,Zazidljiva,,879.0,27000.0,METKA HANUNA s.p.
posavska ,6150758,"BREŽICE, BREZINA",Posest,Zazidljiva,,1417.0,45000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6359096,"BREŽICE, BREZINA",Posest,Zazidljiva,,1518.0,32.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6359099,"BREŽICE, BREZINA",Posest,Zazidljiva,,2531.0,32.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6141130,"BREŽICE, CENTER",Poslovni prostor,Prostor za storitve,,61.4,48000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6141131,"BREŽICE, CENTER",Poslovni prostor,Prostor za storitve,,70.3,30000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6141127,"BREŽICE, CENTER",Poslovni prostor,Kombiniran prostor,,153.9,110000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6356875,"BREŽICE, CENTER",Hiša,Samostojna,,321.0,205000.0,Zasebna ponudba
posavska ,6349761,"BREŽICE, CENTER",Poslovni prostor,Prostor za storitve,,432.0,315000.0,Vilmar nepremičnine d.o.o.
posavska ,5970965,"BREŽICE, CENTER BREŽIC",Poslovni prostor,Pisarna,,98.0,60000.0,Zasebna ponudba
posavska ,5970961,"BREŽICE, CENTER BREŽIC",Poslovni prostor,Drugo,,180.0,50000.0,Zasebna ponudba
posavska ,5975128,"BREŽICE, CENTER BREŽIC",Poslovni prostor,Pisarna,,287.4,180000.0,Zasebna ponudba
posavska ,5975122,"BREŽICE, CENTER BREŽIC",Poslovni prostor,Večji poslovni kompleks,,590.0,300000.0,Zasebna ponudba
posavska ,6298146,"BREŽICE, CENTER MESTA",Poslovni prostor,Prostor za storitve,,53.19,1500.0,Anja Antončič s.p.
posavska ,6262459,"BREŽICE, CENTER, CESTA PRVIH BORCEV",Poslovni prostor,Drugo,,500.0,195000.0,TA-BU nepremičnine d.o.o.
posavska ,6310919,"BREŽICE, CESTA PRVIH BORCEV",Hiša,Vrstna,,235.0,130000.0,"Ažur Trading, d.o.o."
posavska ,6275927,"BREŽICE, CESTA PRVIH BORCEV 6",Poslovni prostor,Prostor za storitve,,432.0,315000.0,NOVA KBM d.d.
posavska ,6278240,"BREŽICE, CPB",Poslovni prostor,Drugo,,505.4,550000.0,TA-BU nepremičnine d.o.o.
posavska ,6278233,"BREŽICE, CPB",Hiša,Samostojna,,505.4,550000.0,TA-BU nepremičnine d.o.o.
posavska ,6328363,"BREŽICE, FINŽGARJEVA ULICA",Hiša,Samostojna,,260.0,420000.0,TA-BU nepremičnine d.o.o.
posavska ,6328364,"BREŽICE, FINŽGARJEVA ULICA",Poslovni prostor,Ordinacija,,260.0,420000.0,TA-BU nepremičnine d.o.o.
posavska ,6059193,"BREŽICE, GREGORČIČEVA 16",Stanovanje,trisobno,,98.0,90000.0,Zasebna ponudba
posavska ,6055665,"BREŽICE, JESENICE NA DOLENJSKEM",Hiša,Samostojna,,198.0,92000.0,Zasebna ponudba
posavska ,6296869,"BREŽICE, LENARTOVA POT",Poslovni prostor,Večji poslovni kompleks,,1255.9,390000.0,"RE/MAX Commercial Slovenija, RMC d.o.o."
posavska ,6262466,"BREŽICE, MAISTROVA ULICA",Poslovni prostor,Gostinski lokal,,136.2,220000.0,TA-BU nepremičnine d.o.o.
posavska ,6274407,"BREŽICE, MOSTEC",Posest,Kmetijsko zemljišče,,3330.0,6000.0,"Abstract nepremičnine, Igor Kerin s.p."
posavska ,6294717,"BREŽICE, NAD VRBINO, TOP LOKACIJA",Stanovanje,štiriinpolsobno,,114.04,171900.0,OBZORJE SGP d.o.o.
posavska ,6294750,"BREŽICE, NAD VRBINO, TOP LOKACIJA",Stanovanje,štiriinpolsobno,,127.12,191200.0,OBZORJE SGP d.o.o.
posavska ,6294730,"BREŽICE, NAD VRBINO, TOP LOKACIJA",Stanovanje,štiriinpolsobno,,142.45,197300.0,OBZORJE SGP d.o.o.
posavska ,6260112,"BREŽICE, OB AC IZVOZU",Posest,Zazidljiva,,17119.0,40.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
posavska ,6134187,"BREŽICE, OBREŽJE - JESENICE NA DOLENJSKEM",Poslovni prostor,Prostor za storitve,,475.0,270000.0,TA-BU nepremičnine d.o.o.
posavska ,6280870,"BREŽICE, OBREŽJE - JESENICE NA DOLENJSKEM",Hiša,Samostojna,,475.0,270000.0,TA-BU nepremičnine d.o.o.
posavska ,6326862,"BREŽICE, OBRTNA ULICA",Hiša,Samostojna,,377.0,349000.0,TA-BU nepremičnine d.o.o.
posavska ,6326861,"BREŽICE, OBRTNA ULICA",Poslovni prostor,Delavnica,,377.0,349000.0,TA-BU nepremičnine d.o.o.
posavska ,6263267,"BREŽICE, OKOLICA",Posest,Zazidljiva,,706.0,26500.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6244607,"BREŽICE, OKOLICA",Posest,Zazidljiva,,1000.0,20.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6263266,"BREŽICE, OKOLICA",Posest,Zazidljiva,,1412.0,42360.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,6244609,"BREŽICE, OKOLICA",Posest,Zazidljiva,,10758.0,20.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
posavska ,5357631,"BREŽICE, OKOLICA SELA PRI DOBOVI",Hiša,Samostojna,,300.0,1000000.0,Zasebna ponudba
posavska ,6342665,"BREŽICE, POD OBZIDJEM",Hiša,Samostojna,,94.2,49000.0,STANART d.o.o.
posavska ,6037928,"BREŽICE, POSLOVNO TRGOVSKI CENTER PTC",Poslovni prostor,Pisarna,,372.5,228500.0,Sberbank banka d.d.
posavska ,6368995,"BREŽICE, PREŠERNOVA CESTA",Hiša,Samostojna,,50.0,108000.0,TA-BU nepremičnine d.o.o.
posavska ,6141403,"BREŽICE, PTC",Poslovni prostor,Pisarna,,372.5,675.0,Nepis d.o.o.
posavska ,6290085,"BREŽICE, ŠENTLENART",Stanovanje,trisobno,,116.0,65000.0,Zasebna ponudba
posavska ,6365837,"BREŽICE, TRG IZGNANCEV 16, 17",Poslovni prostor,Pisarna,,400.1,140750.0,Ministrstvo za javno upravo
posavska ,6371103,"BREŽICE, TRNJE",Stanovanje,dvosobno,,60.0,86000.0,Zasebna ponudba
posavska ,6327668,"BREŽICE, TRNJE",Stanovanje,dvosobno,,63.55,69000.0,Zasebna ponudba
posavska ,6169132,"BREŽICE, TRNJE",Posest,Zazidljiva,,946.0,55.0,Nepremičnine-Sanja Radivojević s.p.
posavska ,6324690,"BREŽICE, TRŽNICA",Poslovni prostor,Gostinski lokal,,25.66,39000.0,Kvadrat nepremičnine d.o.o.
posavska ,6262464,"BREŽICE, ZAKOT - OB KROŽIŠČU CESTE SVOBODE IN PLETERŠNIKOVE ...",Posest,Zazidljiva,,1790.0,70.0,TA-BU nepremičnine d.o.o.
posavska ,6347201,"BROD V PODBOČJU, KRŠKO",Hiša,Samostojna,,204.0,250000.0,Kvadrat nepremičnine d.o.o.
posavska ,6274459,BRVI,Hiša,Samostojna,,233.0,115000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
posavska ,6238882,BRVI,Posest,Zazidljiva,,1400.0,15.0,Zasebna ponudba
